Fecha,Sociedad,Clase,Moneda,Monto_emision,Regimen,TNA_inicial,Plazo_meses,MONTO_ARS_EMISION_MILLONES,SECTOR
2016-12-05,Tarjeta Naranja S.A.,Clase XXXVI Serie I,ARS,210571124,General,0.2525,18.2,210.5711,FINANCIERO
2016-12-05,Tarjeta Naranja S.A.,Clase XXXVI Serie II,ARS,636409210,General,0.2525,36.5,636.4092,FINANCIERO
2016-12-14,Banco de Inversión y Comercio Exterior S.A.,Clase 3,ARS,615000000,General,0.2331,18.2,615.0000,FINANCIERO
2016-12-14,Banco de Inversión y Comercio Exterior S.A.,Clase 4,ARS,540588234,General,0.2381,36.5,540.5882,FINANCIERO
2016-12-15,Banco CMF S.A.,Clase 9,ARS,250000000,General,0.2475,18.2,250.0000,FINANCIERO
2016-12-15,Serviaut S.A.,Clase 1,ARS,52150000,PyME,0.2613,18.2,52.1500,COMERCIO
2016-12-16,Medanito S.A.,Clase 10,USD,20000000,General,0.0987,36.5,319.0000,ENERGIA
2016-12-16,Caterpillar Financial Services Argentina S.A.,Clase 2,ARS,164375000,General,0.2344,24.3,164.3750,FINANCIERO
2016-12-19,Euro S.A. ,Clase II,USD,2016440,PyME,0.0900,37.5,32.0000,INDUSTRIA
2016-12-19,John Deere Credit Compañía Financiera S.A.,Clase IX,USD,30575000,General,0.0680,36.5,484.8000,FINANCIERO
2016-12-21,Sicom S.A.,Clase III,ARS,40000000,PyME,0.2675,36.1,40.0000,CONSTRUCCION_E_INFRAESTRUCTURA
2016-12-21,Banco Itaú Argentina S.A.,Clase 21,ARS,344919786,General,0.2350,36.5,344.9198,FINANCIERO
2016-12-21,Cordial Compañía Financiera S.A.,Clase 12,ARS,154214285,General,0.2490,12.2,154.2143,FINANCIERO
2016-12-21,Cordial Compañía Financiera S.A.,Clase 13,ARS,151428571,General,0.2525,18.2,151.4286,FINANCIERO
2016-12-22,Roch S.A.,Clase 3,USD,16000000,General,0.0988,36.5,252.4000,ENERGIA
2017-01-03,Cumar S.A.,Serie I,ARS,5000000,PyME,0.2713,24.3,5.0000,FINANCIERO
2017-01-12,Genneia S.A.,Clase XX,USD,350000000,General,0.0875,60.9,5537.3000,ENERGIA
2017-01-16,Banco de Servicios Financieros S.A.,Clase 18,ARS,500000000,General,0.2425,18.2,500.0000,FINANCIERO
2017-01-17,Pampa Energía S.A.,Serie I,USD,750000000,General,0.0750,121.7,11912.0000,ENERGIA
2017-01-18,Plural Cooperativa de Crédito Consumo y Vivienda Ltda.,Serie II,ARS,35000000,PyME,0.2675,32.1,35.0000,FINANCIERO
2017-01-19,Tarshop S.A.,Clase VII,ARS,229000000,General,0.2450,18.2,229.0000,FINANCIERO
2017-01-19,Tarshop S.A.,Clase VIII,ARS,53237500,General,0.2450,30.4,53.2375,FINANCIERO
2017-01-19,GPAT Compañía Financiera S.A.,Serie XXVI Clase A,ARS,197142858,General,0.2249,12.2,197.1429,FINANCIERO
2017-01-19,GPAT Compañía Financiera S.A.,Serie XXVI Clase B,ARS,52857142,General,0.2307,24.3,52.8571,FINANCIERO
2017-01-25,Rombo Compañía Financiera S.A.,Serie XXXVI,ARS,180000000,General,0.2293,24.3,180.0000,FINANCIERO
2017-01-26,Ribeiro S.A.C.I.F.A. e I.,Clase Q Serie I,ARS,47971000,General,0.2494,90.2,47.9710,COMERCIO
2017-01-26,Ribeiro S.A.C.I.F.A. e I.,Clase Q Serie II,USD,1990500,General,0.0700,90.2,31.7000,COMERCIO
2017-01-26,AES Argentina Generación S.A.,Clase A,USD,300000000,General,0.0775,85.2,4783.4000,ENERGIA
2017-01-31,Aeropuertos Argentina 2000 S.A.,individual,USD,400000000,General,0.0688,121.6,6364.7000,CONSTRUCCION_E_INFRAESTRUCTURA
2017-02-02,Banco Supervielle S.A.,Clase A,ARS,4768170000,General,0.2475,42.6,4768.1700,FINANCIERO
2017-02-06,CLISA Cía Latinoamericana de Infraestructura y Servicios S.A.,Adicionales Clase Única,USD,100000000,General,0.0950,78.4,1562.0000,CONSTRUCCION_E_INFRAESTRUCTURA
2017-02-06,Inversora Juramento S.A.,Clase 6,ARS,400000000,General,0.2357,48.7,400.0000,AGROPECUARIO
2017-02-07,Toyota Compañía Financiera de Argentina S.A.,Clase 22,ARS,250000000,General,0.2291,24.3,250.0000,FINANCIERO
2017-02-08,Tarjetas Cuyanas S.A.,Clase XXVII Serie II,ARS,500000000,General,0.2381,36.5,500.0000,FINANCIERO
2017-02-09,Generación Mediterránea S.A.,Clase VI,USD,34696397,General,0.0800,36.5,542.0000,ENERGIA
2017-02-09,Generación Mediterránea S.A.,Clase VII,ARS,553737013,General,0.2425,24.3,553.7370,ENERGIA
2017-02-15,Banco Hipotecario S.A.,Clase XLI,ARS,354362000,General,0.2320,18.2,354.3620,FINANCIERO
2017-02-15,Banco Hipotecario S.A.,Clase XLII,ARS,645638000,General,0.2351,36.5,645.6380,FINANCIERO
2017-02-15,Agrofina S.A.,Clase V,ARS,331696229,General,0.2525,24.3,331.6962,INDUSTRIA
2017-02-15,Agrofina S.A.,Clase VI,USD,4378944,General,0.0700,24.3,68.0000,INDUSTRIA
2017-02-17,Banco Santander Río S.A.,Clase XVI,ARS,336000000,General,0.2232,18.2,336.0000,FINANCIERO
2017-02-17,Banco Santander Río S.A.,Clase XVII,ARS,664000000,General,0.2252,42.6,664.0000,FINANCIERO
2017-02-20,Banco Comafi S.A.,Clase 17,ARS,250000000,General,0.2264,24.3,250.0000,FINANCIERO
2017-03-06,Axion Energy Argentina S.A.,Clase VII,ARS,400000000,General,0.2182,18.3,400.0000,ENERGIA
2017-03-15,Algabo S.A.,Serie III,ARS,10000000,PyME,0.2450,36.5,10.0000,INDUSTRIA
2017-03-15,Raghsa S.A.,Clase 3 Serie I,USD,100000000,General,0.0725,85.2,1555.0000,CONSTRUCCION_E_INFRAESTRUCTURA
2017-03-28,Raghsa S.A.,Clase 3 Serie II,USD,19729840,General,0.0725,84.9,307.0000,CONSTRUCCION_E_INFRAESTRUCTURA
2017-03-28,Carsa S.A.,Serie VII,ARS,250000000,General,0.2353,12.2,250.0000,COMERCIO
2017-03-28,Banco Santander Río S.A.,Clase XVIII,ARS,241866665,General,0.2121,18.3,241.8667,FINANCIERO
2017-03-28,Banco Santander Río S.A.,Clase XIX,ARS,1258133335,General,0.2178,36.5,1258.1333,FINANCIERO
2024-01-10,Chayé Hnos. S.R.L.,Serie I Clase A,ARS,499933536,PyME_Garantizada,1.1029,24.4,499.9335,INDUSTRIA
2024-01-10,Chayé Hnos. S.R.L.,Serie I Clase B,Dolar_Linked,311095,PyME_Garantizada,0.0000,24.4,254.0000,INDUSTRIA
2024-01-10,Gente de La Pampa S.A.,Serie I,Dolar_Linked,480000,PyME_Garantizada,0.0000,12.2,391.0000,INDUSTRIA
2024-01-10,YPF S.A.,Clase XXVIII,USD,800000000,General,0.0950,85.2,651960.0000,ENERGIA
2024-01-11,Cresud S.A.C.I.F.A.,Clase XLIII,ARS,19886023585,General,1.0950,12.2,19886.0236,AGROPECUARIO
2024-01-11,Cresud S.A.C.I.F.A.,Clase XLIV,USD,39765830,General,0.0600,36.5,32427.0000,AGROPECUARIO
2024-01-15,Banco de Galicia y Buenos Aires S.A.U.,Clase XIII,ARS,24727777777,General,1.1163,6.1,24727.7778,FINANCIERO
2024-01-16,Sion S.A.,Serie XIII,UVA,4000000,PyME,0.0000,36.5,1980.0000,SERVICIOS_NO_FINANCIEROS
2024-01-30,Newsan S.A.,Clase 20,ARS,12000000000,General,1.1263,12.2,12000.0000,INDUSTRIA
2024-01-31,Banco de Servicios Financieros S.A.,Clase 24,ARS,10000000000,General,1.1344,12.2,10000.0000,FINANCIERO
2024-02-01,Tarjeta Naranja S.A.U.,Clase LXI,ARS,35000000000,General,1.1144,12.2,35000.0000,FINANCIERO
2024-02-07,Plaza Logística S.R.L.,Clase 11,ARS,3994444444,General,1.0790,12.2,3994.4444,CONSTRUCCION_E_INFRAESTRUCTURA
2024-02-08,Albanesi Energía S.A.,Clase XIII,USD,11627494,General,0.0900,30.4,9658.0000,ENERGIA
2024-02-08,Albanesi Energía S.A.,Clase XII,Dolar_Linked,5563088,General,0.0650,24.4,4621.0000,ENERGIA
2024-02-08,Albanesi Energía S.A.,Clasi XIV,ARS,4601456149,General,1.1444,12.2,4601.4561,ENERGIA
2024-02-15,Banco Hipotecario S.A.,Clase 7,ARS,10401000000,General,1.1263,6.1,10401.0000,FINANCIERO
2024-02-15,Grupo ST S.A.,Clase 11,Dolar_Linked,8400662,General,0.0600,24.4,7011.0000,FINANCIERO
2024-02-15,Grupo ST S.A.,Clase 10,ARS,1743800000,General,1.1263,24.4,1743.8000,FINANCIERO
2024-02-21,Compañía General de Combustibles S.A.,Clase 34,USD,38537380,General,0.0700,24.4,32289.0000,ENERGIA
2024-02-21,Compañía General de Combustibles S.A.,Clase 33,Dolar_Linked,21462620,General,0.0400,24.4,17982.0000,ENERGIA
2024-02-22,Banco de Servicios y Transacciones S.A.U.,Clase XV,ARS,3392473118,General,1.1156,12.2,3392.4731,FINANCIERO
2024-02-22,Surcos S.A.,Clase XII A VS,Dolar_Linked,3606129,General,0.0700,24.4,3023.0000,AGROPECUARIO
2024-02-22,Surcos S.A.,Clase XII C,ARS,745000000,General,1.1556,12.2,745.0000,AGROPECUARIO
2024-02-22,Recard S.A.,Serie I,ARS,300000000,PyME_Garantizada,1.0956,24.4,300.0000,COMERCIO
2024-02-23,Banco Santander Argentina S.A.,Clase XXVI,ARS,37941578947,General,1.1175,6.1,37941.5789,FINANCIERO
2024-02-23,YPF Energía Eléctrica S.A.,Clase XIV,Dolar_Linked,18043469,General,0.0300,36.5,15138.0000,ENERGIA
2024-02-23,YPF Energía Eléctrica S.A.,Clase XV,USD,11287656,General,0.0600,36.5,9470.0000,ENERGIA
2024-02-26,IRSA Inversiones y Representaciones S.A.,Clase XIX,ARS,26203845375,General,1.0980,12.2,26203.8454,CONSTRUCCION_E_INFRAESTRUCTURA
2024-02-26,IRSA Inversiones y Representaciones S.A.,Clase XVIII,USD,21408926,General,0.0700,36.5,17997.0000,CONSTRUCCION_E_INFRAESTRUCTURA
2024-02-26,Pampa Energía S.A.,Clase 19,ARS,17131250000,General,1.0781,12.2,17131.2500,ENERGIA
2024-02-26,Trace Group S.A.,Clase I Serie II,ARS,400000000,PyME_Garantizada,1.0780,24.4,400.0000,SERVICIOS_NO_FINANCIEROS
2024-02-26,Demagro S.R.L.,Serie I Clase B,Dolar_Linked,211020,PyME_Garantizada,0.0363,24.3,177.0000,COMERCIO
2024-02-27,Pan American Energy SL Sucursal Argentina,Clase 30,USD,30000000,General,0.0570,24.4,25235.0000,ENERGIA
2024-02-27,Petrolera Aconcagua Energía S.A.,Clase VIII,Dolar_Linked,13411928,General,0.0750,36.5,11281.0000,ENERGIA
2024-02-27,Petrolera Aconcagua Energía S.A.,Clase X,USD,9065611,General,0.0850,36.5,7626.0000,ENERGIA
2024-02-27,Petrolera Aconcagua Energía S.A.,Clase XI,USD,4440934,General,0.0950,48.7,3735.0000,ENERGIA
2024-02-28,CNH Industrial Capital Argentina S.A.,Clase 6,Dolar_Linked,53299000,General,0.0750,24.3,44864.0000,FINANCIERO
2024-02-28,Petroquímica Comodoro Rivadavia S.A.,Clase P,ARS,21064999000,General,1.0906,12.2,21064.9990,INDUSTRIA
2024-03-01,Banco CMF S.A.,Clase 15,ARS,10024000000,General,1.1231,6.1,10024.0000,FINANCIERO
2024-03-04,Vista Energy Argentina S.A.U.,Clase XXIII,USD,60000000,General,0.0650,36.5,50655.0000,ENERGIA
2024-03-05,Empresa Distribuidora y Comercializadora Norte S.A. (Edenor),Clase 3,USD,95762688,General,0.0975,33.0,80943.0000,ENERGIA
2024-03-05,Empresa Distribuidora y Comercializadora Norte S.A. (Edenor),Clase 4,ARS,3577350656,General,1.1194,12.2,3577.3507,ENERGIA
2024-03-05,John Deere Credit Compañía Financiera S.A.,Clase X,Dolar_Linked,26493849,General,0.0750,24.3,22394.0000,FINANCIERO
2024-03-06,Plaza Logística S.R.L.,Clase 12,UVA,13288056,General,0.0000,24.3,9334.0000,CONSTRUCCION_E_INFRAESTRUCTURA
2024-03-06,Genneia S.A.,Clas XLIII,USD,20697951,General,0.0625,36.5,17505.0000,ENERGIA
2024-03-06,Genneia S.A.,XLIV,Dolar_Linked,12502792,General,0.0500,24.3,10574.0000,ENERGIA
2024-03-07,Generación Mediterránea S.A. y Central Térmica Roca S.A.,Clase XXVIII,USD,5547802,General,0.0950,24.3,1263.0000,ENERGIA
2024-03-07,Generación Mediterránea S.A. y Central Térmica Roca S.A.,Clase XXIX,ARS,1696417478,General,1.1306,12.2,1696.4175,ENERGIA
2024-03-07,Generación Mediterránea S.A. y Central Térmica Roca S.A.,Clase XXX,UVA,6037123,General,0.0000,36.5,4268.0000,ENERGIA
2024-03-07,Generación Mediterránea S.A. y Central Térmica Roca S.A.,Adicionales Clase XXIV Clase A,Dolar_Linked,1503702,General,0.0500,16.6,1273.0000,ENERGIA
2024-03-07,Generación Mediterránea S.A. y Central Térmica Roca S.A.,Adicionales Clase XXIV Clase B,Dolar_Linked,407431,General,0.0500,16.6,345.0000,ENERGIA
2024-03-07,Laboratorios Richmond S.A.C.I.F.,Serie V,USD,1491900,General,0.1000,36.5,1263.0000,INDUSTRIA
2024-03-08,MSU Energy S.A.,Clase VIII,ARS,7831109206,General,1.1194,10.2,7831.1092,INDUSTRIA
2024-03-08,MSU Energy S.A.,Clase X,USD,13987965,General,0.0825,24.3,11844.0000,INDUSTRIA
2024-03-19,Aluar Aluminio Argentino S.A.I.C.,Clase 8,USD,100000000,General,0.0625,36.5,85275.0000,INDUSTRIA
2024-03-21,Daruma Pagos S.A.,Serie I,ARS,500000000,PyME_Garantizada,0.7525,24.3,500.0000,SERVICIOS_NO_FINANCIEROS
2024-03-22,Pampa Energía S.A.,Clase 20,USD,55171308,General,0.0600,24.3,47158.0000,ENERGIA
2024-03-22,Asociación Civil Sumatoria para una Nueva Economía,Clase V,ARS,800000000,PyME_Garantizada,0.6976,24.3,800.0000,FINANCIERO
2024-03-25,Liliana S.R.L.,Serie II Clase 1,ARS,2500000000,PyME_Garantizada,0.7038,24.3,2500.0000,INDUSTRIA
2024-03-26,Empresa Distribuidora y Comercializadora Norte S.A. (Edenor),Adicionales Clase 4,ARS,20820938705,General,0.7419,11.5,20820.9387,ENERGIA
2024-04-09,Raghsa S.A.,Clase 6,USD,10000000,General,0.0598,24.3,8648.0000,CONSTRUCCION_E_INFRAESTRUCTURA
2024-04-10,Compañía TSB S.A.,Serie I,ARS,1900000000,PyME_Garantizada,0.6956,24.3,1900.0000,SERVICIOS_NO_FINANCIEROS
2024-04-15,Transportes Andesmar S.A.,Serie I Clase I,ARS,600000000,PyME_Garantizada,0.5881,24.3,600.0000,SERVICIOS_NO_FINANCIEROS
2024-04-18,Cresud S.A.C.I.F.A.,Clase XLV,USD,10199068,General,0.0600,28.4,8871.0000,AGROPECUARIO
2024-04-18,Grúas San Blas S.A.,Serie II Clase I,ARS,3000000000,PyME_Garantizada,0.6280,24.3,3000.0000,COMERCIO
2024-04-18,Tecpetrol S.A.,Clase 7,USD,120000000,General,0.0598,24.3,104370.0000,ENERGIA
2024-04-18,Meridiano Norte S.A.,Serie II,ARS,700000000,PyME_Garantizada,0.6181,24.3,700.0000,FINANCIERO
2024-04-19,Credicuotas Consumo S.A.,Serie VII,ARS,9302661529,General,0.6594,12.2,9302.6615,FINANCIERO
2024-04-19,Segufer S.A.,Serie III,ARS,212000000,PyME_Garantizada,0.6354,24.3,212.0000,COMERCIO
2024-04-22,Oiltanking Ebytem S.A.,Serie II,USD,32947113,General,0.0700,36.5,28738.0000,SERVICIOS_NO_FINANCIEROS
2024-04-22,Promedon S.A.,Serie II Clase I,ARS,2272205378,PyME_Garantizada,0.6071,24.3,2272.2054,INDUSTRIA
2024-04-22,Promedon S.A.,Serie II Clase II,Dolar_Linked,261858,PyME_Garantizada,0.0100,24.3,228.0000,INDUSTRIA
2024-04-25,Produsem S.A.,Serie II Clase II,Dolar_Linked,1200000,PyME_Garantizada,0.0543,24.3,1049.0000,AGROPECUARIO
2024-04-25,Capex S.A.,Clase VIII,USD,47354472,General,0.0595,26.4,41376.0000,ENERGIA
2024-04-25,Pan American Energy SL Sucursal Argentina,Clase 31,USD,400000000,General,0.0850,97.4,349500.0000,ENERGIA
2024-04-29,Surcos S.A.,Serie XIII,ARS,2693750000,General,0.5781,12.2,2693.7500,AGROPECUARIO
2024-04-30,Vista Energy Argentina S.A.U.,Adicionales Clase XXIII,USD,32202616,General,0.0650,34.6,28234.0000,ENERGIA
2024-04-30,Vista Energy Argentina S.A.U.,Clase XXIV,USD,46561789,General,0.0800,60.9,40823.0000,ENERGIA
2024-05-02,Empresa Distribuidora de Electricidad de Mendoza S.A.,Clase 1,UVA,31928347,General,0.0500,24.3,28531.0000,ENERGIA
2024-05-02,Empresa Distribuidora de Electricidad de Mendoza S.A.,Clase 2,ARS,6607014279,General,0.5488,12.2,6607.0143,ENERGIA
2024-05-02,Inversora Juramento S.A.,Clase IV,ARS,30000000000,General,0.5288,12.2,30000.0000,AGROPECUARIO
2024-05-02,Agronorte S.R.L.,Serie II Clase A,ARS,1052531200,PyME_Garantizada,0.5088,24.3,1052.5312,COMERCIO
2024-05-02,Agronorte S.R.L.,Serie II Clase B,Dolar_Linked,425300,PyME_Garantizada,0.0600,24.3,374.0000,COMERCIO
2024-05-06,CFN S.R.L.,Serie VI Clase A,ARS,5956679000,General,0.4731,12.2,5956.6790,FINANCIERO
2024-05-07,Newsan S.A.,Clase 21,ARS,13060705426,General,0.4644,12.2,13060.7054,INDUSTRIA
2024-05-07,Ratto Hnos. S.A.C.F.A.,Serie I Clase 2,ARS,1318624950,PyME_Garantizada,0.4193,24.3,1318.6250,COMERCIO
2024-05-10,Pampa Energía S.A.,Adicionales Clase 20,USD,52495488,General,0.0600,22.7,46340.0000,ENERGIA
2024-05-10,Meranol S.A.C.I.,Clase 25,ARS,1700000000,PyME,0.4938,14.2,1700.0000,INDUSTRIA
2024-05-14,Celulosa Argentina S.A.,Clase 18,USD,34873114,General,0.0925,48.7,30871.0000,INDUSTRIA
2024-05-14,Celulosa Argentina S.A.,Clase 19,ARS,4533448945,General,0.4618,12.2,4533.4489,INDUSTRIA
2024-05-17,Agro de Souza S.A.,Serie I Clase I,ARS,587584406,PyME_Garantizada,0.3619,24.3,587.5844,COMERCIO
2024-05-17,Agro de Souza S.A.,Serie I Clase II,Dolar_Linked,336625,PyME_Garantizada,0.0700,36.5,299.0000,COMERCIO
2024-05-22,Tecnovax S.A.,Adicionales Serie I Clase 1,ARS,2524900000,PyME,0.3656,7.8,2524.9000,INDUSTRIA
2024-05-22,Tecnovax S.A.,Adicionales Serie I Clase 2,Dolar_Linked,2368500,PyME,0.0000,26.0,2107.0000,INDUSTRIA
2024-05-23,YPF S.A.,Clase XXIX,USD,177717716,General,0.0600,24.3,158213.0000,ENERGIA
2024-05-24,Banco Comafi S.A.,Clase I,USD,10750000,General,0.0100,6.0,9576.0000,FINANCIERO
2024-05-24,Banco Comafi S.A.,Clase II,USD,23140000,General,0.0100,6.0,20612.0000,FINANCIERO
2024-05-24,Generación Mediterránea S.A. y Central Térmica Roca S.A.,Clase XXXI,USD,38689072,General,0.1250,36.5,34462.0000,ENERGIA
2024-05-27,John Deere Credit Compañía Financiera S.A.,Clase XI,USD,23898369,General,0.0600,24.3,21335.0000,FINANCIERO
2024-05-27,John Deere Credit Compañía Financiera S.A.,Clase XII,ARS,10000000000,General,0.3583,12.2,10000.0000,FINANCIERO
2024-05-28,Generación Mediterránea S.A. y Central Térmica Roca S.A.,Clase XXXII,USD,11075280,General,0.0950,24.3,9893.0000,ENERGIA
2024-05-28,Generación Mediterránea S.A. y Central Térmica Roca S.A.,Clase XXXIII,ARS,1109148312,General,0.4169,12.2,1109.1483,ENERGIA
2024-05-28,Generación Mediterránea S.A. y Central Térmica Roca S.A.,Clase XXXIV,UVA,4723361,General,0.0500,24.3,4594.0000,ENERGIA
2024-06-03,Generación Mediterránea S.A. y Central Térmica Roca S.A.,Adicionales Clase XXXI,USD,21200000,General,0.1250,36.3,19004.0000,ENERGIA
2024-06-04,Telecom Argentina S.A.,Clase 20,Dolar_Linked,59728670,General,0.0500,24.3,53572.0000,SERVICIOS_NO_FINANCIEROS
2024-06-04,Crédito Directo S.A.,Clase XXVII,ARS,4528287517,General,0.4038,12.2,4528.2875,FINANCIERO
2024-06-04,Balanz Capital Valores S.A.U.,Serie I,USD,35000000,General,0.0500,24.3,31392.0000,FINANCIERO
2024-06-05,Plaza Logística S.R.L.,Clase 13,UVA,5215101,General,0.0249,36.5,5184.0000,CONSTRUCCION_E_INFRAESTRUCTURA
2024-06-05,Plaza Logística S.R.L.,Clase 14,ARS,8124834000,General,0.3756,12.2,8124.8340,CONSTRUCCION_E_INFRAESTRUCTURA
2024-06-05,IRSA Inversiones y Representaciones S.A.,Clase XX,USD,23015242,General,0.0600,24.3,20673.0000,CONSTRUCCION_E_INFRAESTRUCTURA
2024-06-05,IRSA Inversiones y Representaciones S.A.,Clase XXI,ARS,17012712873,General,0.3706,12.2,17012.7129,CONSTRUCCION_E_INFRAESTRUCTURA
